Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
R1,,International Curtea de Arges,Oţelul Galaţi,0,1,A,0,0,D
R1,,Rapid Bucureşti,Politehnica Iasi,4,1,H,1,0,H
R1,,FC Unirea Alba Iulia,FC Braşov,0,1,A,0,1,A
R1,,FC Timişoara,Gloria Bistrita,1,0,H,0,0,D
R1,,CFR Cluj,FC Unirea,2,0,H,1,0,H
R1,,FC Universitatea Craiova,Dinamo Bucureşti,0,0,D,0,0,D
R1,,Astra Ploieşti,Pandurii Târgu Jiu,0,1,A,0,0,D
R1,,Ceahlăul Piatra Neamt,Steaua Bucureşti,0,2,A,0,0,D
R1,,FC Vaslui,Gaz Metan Mediaş,2,1,H,1,0,H
R1,,Gaz Metan Mediaş,FC Universitatea Craiova,2,1,H,0,1,A
R1,,Dinamo Bucureşti,International Curtea de Arges,0,1,A,0,0,D
R1,,FC Braşov,Astra Ploieşti,0,0,D,0,0,D
R1,,Pandurii Târgu Jiu,FC Vaslui,1,0,H,1,0,H
R1,,FC Unirea,Rapid Bucureşti,1,0,H,1,0,H
R1,,Gloria Bistrita,FC Unirea Alba Iulia,1,1,D,0,0,D
R1,,Oţelul Galaţi,Ceahlăul Piatra Neamt,0,0,D,0,0,D
R1,,Politehnica Iasi,FC Timişoara,1,1,D,0,0,D
R1,,Steaua Bucureşti,CFR Cluj,2,2,D,1,1,D
R1,,FC Unirea Alba Iulia,Politehnica Iasi,2,1,H,0,1,A
R1,,FC Timişoara,Rapid Bucureşti,1,0,H,1,0,H
R1,,Astra Ploieşti,Gloria Bistrita,0,0,D,0,0,D
R1,,CFR Cluj,Oţelul Galaţi,1,0,H,0,0,D
R1,,Ceahlăul Piatra Neamt,Dinamo Bucureşti,0,4,A,0,2,A
R1,,International Curtea de Arges,Gaz Metan Mediaş,2,4,A,1,0,H
R1,,FC Universitatea Craiova,Pandurii Târgu Jiu,2,0,H,2,0,H
R1,,FC Vaslui,FC Braşov,2,2,D,0,1,A
R1,,Steaua Bucureşti,FC Unirea,0,1,A,0,0,D
R1,,FC Braşov,FC Universitatea Craiova,2,0,H,1,0,H
R1,,Rapid Bucureşti,FC Unirea Alba Iulia,2,0,H,1,0,H
R1,,Politehnica Iasi,Astra Ploieşti,2,0,H,2,0,H
R1,,Gaz Metan Mediaş,Ceahlăul Piatra Neamt,0,2,A,0,1,A
R1,,FC Unirea,FC Timişoara,0,0,D,0,0,D
R1,,Oţelul Galaţi,Steaua Bucureşti,0,1,A,0,0,D
R1,,Gloria Bistrita,FC Vaslui,1,3,A,1,0,H
R1,,Pandurii Târgu Jiu,International Curtea de Arges,2,3,A,0,0,D
R1,,Dinamo Bucureşti,CFR Cluj,1,0,H,0,0,D
R1,,Oţelul Galaţi,FC Unirea,1,4,A,1,2,A
R1,,International Curtea de Arges,FC Braşov,0,3,A,0,3,A
R1,,Ceahlăul Piatra Neamt,Pandurii Târgu Jiu,1,2,A,1,1,D
R1,,FC Universitatea Craiova,Gloria Bistrita,5,1,H,2,0,H
R1,,Astra Ploieşti,Rapid Bucureşti,3,1,H,2,1,H
R1,,FC Unirea Alba Iulia,FC Timişoara,3,3,D,1,2,A
R1,,CFR Cluj,Gaz Metan Mediaş,2,0,H,0,0,D
R1,,FC Vaslui,Politehnica Iasi,2,1,H,0,0,D
R1,,Steaua Bucureşti,Dinamo Bucureşti,0,1,A,0,1,A
R1,,Pandurii Târgu Jiu,CFR Cluj,1,0,H,0,0,D
R1,,FC Braşov,Ceahlăul Piatra Neamt,1,0,H,0,0,D
R1,,FC Unirea,FC Unirea Alba Iulia,1,0,H,1,0,H
R1,,Dinamo Bucureşti,Oţelul Galaţi,0,1,A,0,1,A
R1,,Gloria Bistrita,International Curtea de Arges,0,1,A,0,1,A
R1,,Rapid Bucureşti,FC Vaslui,3,2,H,1,1,D
R1,,Gaz Metan Mediaş,Steaua Bucureşti,2,4,A,2,1,H
R1,,FC Timişoara,Astra Ploieşti,0,0,D,0,0,D
R1,,Politehnica Iasi,FC Universitatea Craiova,1,0,H,0,0,D
R1,,International Curtea de Arges,Politehnica Iasi,0,2,A,0,2,A
R1,,Astra Ploieşti,FC Unirea Alba Iulia,4,2,H,2,1,H
R1,,Oţelul Galaţi,Gaz Metan Mediaş,0,1,A,0,0,D
R1,,Ceahlăul Piatra Neamt,Gloria Bistrita,2,1,H,0,1,A
R1,,FC Universitatea Craiova,Rapid Bucureşti,3,4,A,2,2,D
R1,,Steaua Bucureşti,Pandurii Târgu Jiu,1,0,H,0,0,D
R1,,CFR Cluj,FC Braşov,2,1,H,2,1,H
R1,,Dinamo Bucureşti,FC Unirea,2,1,H,0,1,A
R1,,FC Vaslui,FC Timişoara,0,1,A,0,0,D
R1,,FC Unirea,Astra Ploieşti,4,1,H,1,0,H
R1,,Gaz Metan Mediaş,Dinamo Bucureşti,1,0,H,0,0,D
R1,,FC Unirea Alba Iulia,FC Vaslui,2,0,H,1,0,H
R1,,Politehnica Iasi,Ceahlăul Piatra Neamt,2,0,H,1,0,H
R1,,FC Timişoara,FC Universitatea Craiova,1,1,D,0,1,A
R1,,Pandurii Târgu Jiu,Oţelul Galaţi,2,3,A,2,1,H
R1,,Gloria Bistrita,CFR Cluj,0,2,A,0,1,A
R1,,FC Braşov,Steaua Bucureşti,0,0,D,0,0,D
R1,,Rapid Bucureşti,International Curtea de Arges,4,0,H,2,0,H
R1,,Oţelul Galaţi,FC Braşov,1,1,D,0,1,A
R1,,Ceahlăul Piatra Neamt,Rapid Bucureşti,0,4,A,0,2,A
R1,,FC Vaslui,Astra Ploieşti,3,1,H,2,1,H
R1,,Gaz Metan Mediaş,FC Unirea,0,0,D,0,0,D
R1,,FC Universitatea Craiova,FC Unirea Alba Iulia,3,1,H,2,1,H
R1,,Steaua Bucureşti,Gloria Bistrita,1,1,D,1,1,D
R1,,Dinamo Bucureşti,Pandurii Târgu Jiu,1,1,D,1,0,H
R1,,CFR Cluj,Politehnica Iasi,1,1,D,1,0,H
R1,,International Curtea de Arges,FC Timişoara,0,3,A,0,0,D
R1,,FC Unirea Alba Iulia,International Curtea de Arges,1,2,A,1,0,H
R1,,FC Unirea,FC Vaslui,1,2,A,1,0,H
R1,,Pandurii Târgu Jiu,Gaz Metan Mediaş,0,0,D,0,0,D
R1,,Rapid Bucureşti,CFR Cluj,1,4,A,1,2,A
R1,,FC Timişoara,Ceahlăul Piatra Neamt,6,0,H,2,0,H
R1,,Gloria Bistrita,Oţelul Galaţi,2,1,H,0,1,A
R1,,Astra Ploieşti,FC Universitatea Craiova,3,1,H,2,0,H
R1,,FC Braşov,Dinamo Bucureşti,0,1,A,0,1,A
R1,,Politehnica Iasi,Steaua Bucureşti,0,2,A,0,0,D
R1,,Oţelul Galaţi,Politehnica Iasi,4,0,H,1,0,H
R1,,Gaz Metan Mediaş,FC Braşov,1,1,D,0,1,A
R1,,Ceahlăul Piatra Neamt,FC Unirea Alba Iulia,1,1,D,1,0,H
R1,,FC Universitatea Craiova,FC Vaslui,1,2,A,0,1,A
R1,,Pandurii Târgu Jiu,FC Unirea,0,0,D,0,0,D
R1,,International Curtea de Arges,Astra Ploieşti,2,1,H,1,1,D
R1,,Dinamo Bucureşti,Gloria Bistrita,1,1,D,1,0,H
R1,,Steaua Bucureşti,Rapid Bucureşti,1,1,D,0,1,A
R1,,CFR Cluj,FC Timişoara,0,0,D,0,0,D
R1,,Astra Ploieşti,Ceahlăul Piatra Neamt,1,1,D,0,0,D
R1,,FC Unirea,FC Universitatea Craiova,3,2,H,1,0,H
R1,,FC Unirea Alba Iulia,CFR Cluj,1,1,D,0,0,D
R1,,FC Vaslui,International Curtea de Arges,1,0,H,1,0,H
R1,,Rapid Bucureşti,Oţelul Galaţi,3,0,H,1,0,H
R1,,Politehnica Iasi,Dinamo Bucureşti,1,3,A,1,1,D
R1,,FC Timişoara,Steaua Bucureşti,0,1,A,0,0,D
R1,,Gloria Bistrita,Gaz Metan Mediaş,1,1,D,1,0,H
R1,,FC Braşov,Pandurii Târgu Jiu,2,0,H,1,0,H
R1,,Pandurii Târgu Jiu,Gloria Bistrita,1,1,D,0,1,A
R1,,International Curtea de Arges,FC Universitatea Craiova,0,1,A,0,1,A
R1,,Gaz Metan Mediaş,Politehnica Iasi,2,1,H,1,1,D
R1,,Ceahlăul Piatra Neamt,FC Vaslui,0,1,A,0,1,A
R1,,FC Braşov,FC Unirea,0,0,D,0,0,D
R1,,Oţelul Galaţi,FC Timişoara,3,3,D,2,0,H
R1,,CFR Cluj,Astra Ploieşti,1,0,H,0,0,D
R1,,Dinamo Bucureşti,Rapid Bucureşti,1,1,D,0,1,A
R1,,Steaua Bucureşti,FC Unirea Alba Iulia,2,0,H,0,0,D
R1,,FC Unirea Alba Iulia,Oţelul Galaţi,3,1,H,0,0,D
R1,,Rapid Bucureşti,Gaz Metan Mediaş,4,1,H,1,0,H
R1,,International Curtea de Arges,FC Unirea,1,2,A,0,2,A
R1,,Gloria Bistrita,FC Braşov,2,1,H,1,1,D
R1,,FC Universitatea Craiova,Ceahlăul Piatra Neamt,3,2,H,2,1,H
R1,,Astra Ploieşti,Steaua Bucureşti,2,1,H,0,1,A
R1,,FC Vaslui,CFR Cluj,2,0,H,1,0,H
R1,,FC Timişoara,Dinamo Bucureşti,2,0,H,0,0,D
R1,,Politehnica Iasi,Pandurii Târgu Jiu,1,0,H,1,0,H
R1,,Ceahlăul Piatra Neamt,International Curtea de Arges,2,2,D,1,1,D
R1,,Dinamo Bucureşti,FC Unirea Alba Iulia,2,0,H,1,0,H
R1,,CFR Cluj,FC Universitatea Craiova,2,0,H,0,0,D
R1,,Pandurii Târgu Jiu,Rapid Bucureşti,1,1,D,0,1,A
R1,,Gaz Metan Mediaş,FC Timişoara,2,6,A,2,2,D
R1,,Steaua Bucureşti,FC Vaslui,2,1,H,0,1,A
R1,,FC Braşov,Politehnica Iasi,2,0,H,0,0,D
R1,,FC Unirea,Gloria Bistrita,2,0,H,1,0,H
