Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR
SW1;NaN;Hammarby IF;BK Häcken;2;0;H;2;0;H
SW1;NaN;Kalmar FF;Helsingborgs IF;0;0;D;0;0;D
SW1;NaN;IFK Göteborg;Åtvidabergs FF;1;0;H;0;0;D
SW1;NaN;Falkenbergs FF;Gefle IF;0;2;A;0;1;A
SW1;NaN;Djurgårdens IF;IF Elfsborg;1;2;A;0;1;A
SW1;NaN;IFK Norrköping;Örebro SK;1;1;D;1;0;H
SW1;NaN;AIK Solna;Halmstads BK;2;1;H;0;0;D
SW1;NaN;GIF Sundsvall;Malmö FF;1;4;A;1;4;A
SW1;NaN;Helsingborgs IF;Falkenbergs FF;0;0;D;0;0;D
SW1;NaN;Gefle IF;Kalmar FF;2;0;H;2;0;H
SW1;NaN;Örebro SK;IFK Göteborg;0;2;A;0;1;A
SW1;NaN;IF Elfsborg;Hammarby IF;1;1;D;0;1;A
SW1;NaN;Halmstads BK;IFK Norrköping;0;3;A;0;1;A
SW1;NaN;BK Häcken;Djurgårdens IF;1;1;D;0;0;D
SW1;NaN;Åtvidabergs FF;GIF Sundsvall;2;3;A;1;2;A
SW1;NaN;Malmö FF;AIK Solna;0;0;D;0;0;D
SW1;NaN;Halmstads BK;Helsingborgs IF;1;2;A;0;1;A
SW1;NaN;Falkenbergs FF;Örebro SK;2;0;H;1;0;H
SW1;NaN;IFK Göteborg;Malmö FF;0;1;A;0;1;A
SW1;NaN;AIK Solna;Gefle IF;3;1;H;1;0;H
SW1;NaN;GIF Sundsvall;BK Häcken;1;1;D;0;0;D
SW1;NaN;IFK Norrköping;IF Elfsborg;0;4;A;0;2;A
SW1;NaN;Kalmar FF;Åtvidabergs FF;2;1;H;0;1;A
SW1;NaN;Hammarby IF;Djurgårdens IF;2;1;H;0;1;A
SW1;NaN;Djurgårdens IF;Kalmar FF;1;0;H;0;0;D
SW1;NaN;Gefle IF;Halmstads BK;0;0;D;0;0;D
SW1;NaN;Åtvidabergs FF;Falkenbergs FF;3;1;H;2;0;H
SW1;NaN;BK Häcken;IFK Göteborg;1;2;A;0;0;D
SW1;NaN;Helsingborgs IF;IFK Norrköping;3;1;H;1;0;H
SW1;NaN;Örebro SK;GIF Sundsvall;1;3;A;0;2;A
SW1;NaN;Malmö FF;Hammarby IF;3;1;H;2;1;H
SW1;NaN;IF Elfsborg;AIK Solna;3;2;H;3;2;H
