Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
RU1,,Rubin Kazan,Spartak Moskva,0,4,A,0,1,A
RU1,,FK Ural,Mordovia Saransk,2,3,A,1,2,A
RU1,,Arsenal Tula,Zenit St. Petersburg,0,4,A,0,3,A
RU1,,CSKA Moskva,Torpedo Moskva,4,1,H,2,1,H
RU1,,Dinamo Moskva,FK Rostov,7,3,H,4,2,H
RU1,,Kuban Krasnodar,FC Ufa,2,0,H,1,0,H
RU1,,Lokomotiv Moskva,FK Krasnodar,0,0,D,0,0,D
RU1,,Terek Grozniy,FK Amkar Perm,4,0,H,0,0,D
RU1,,FK Amkar Perm,FC Ufa,0,1,A,0,0,D
RU1,,Kuban Krasnodar,FK Rostov,2,2,D,1,1,D
RU1,,Mordovia Saransk,CSKA Moskva,0,1,A,0,0,D
RU1,,Zenit St. Petersburg,Torpedo Moskva,8,1,H,3,0,H
RU1,,Terek Grozniy,Rubin Kazan,1,1,D,0,0,D
RU1,,Dinamo Moskva,Spartak Moskva,1,2,A,1,1,D
RU1,,FK Ural,FK Krasnodar,1,1,D,0,1,A
RU1,,Arsenal Tula,Lokomotiv Moskva,0,2,A,0,0,D
RU1,,Torpedo Moskva,FK Amkar Perm,1,1,D,1,0,H
RU1,,FC Ufa,Dinamo Moskva,0,2,A,0,1,A
RU1,,FK Ural,Zenit St. Petersburg,1,2,A,1,1,D
RU1,,Arsenal Tula,Rubin Kazan,0,0,D,0,0,D
RU1,,CSKA Moskva,Terek Grozniy,1,0,H,1,0,H
RU1,,Lokomotiv Moskva,FK Rostov,2,1,H,2,0,H
RU1,,FK Krasnodar,Spartak Moskva,4,0,H,1,0,H
RU1,,Mordovia Saransk,Kuban Krasnodar,0,0,D,0,0,D
RU1,,FK Ural,Torpedo Moskva,0,2,A,0,0,D
RU1,,Zenit St. Petersburg,FC Ufa,1,0,H,1,0,H
RU1,,CSKA Moskva,Spartak Moskva,0,1,A,0,0,D
RU1,,Arsenal Tula,Dinamo Moskva,1,2,A,0,2,A
RU1,,Rubin Kazan,Lokomotiv Moskva,1,1,D,1,1,D
RU1,,FK Rostov,FK Krasnodar,0,2,A,0,1,A
RU1,,Terek Grozniy,Mordovia Saransk,1,0,H,0,0,D
RU1,,Kuban Krasnodar,FK Amkar Perm,1,0,H,0,0,D
RU1,,Terek Grozniy,Arsenal Tula,3,0,H,3,0,H
RU1,,FC Ufa,Spartak Moskva,1,2,A,0,2,A
RU1,,Zenit St. Petersburg,FK Amkar Perm,2,0,H,2,0,H
RU1,,Rubin Kazan,CSKA Moskva,2,1,H,1,1,D
RU1,,Dinamo Moskva,FK Ural,2,0,H,2,0,H
RU1,,Torpedo Moskva,FK Krasnodar,0,3,A,0,0,D
